,text
2061,We must take action now!
2062, She nodded her head and added firmly in both languages: 
2063,O
2064,"

1. "
2065,مرحبا، أنا في الفرنسية واللغة العربية! Je parle arabe et français!
2066," 
2. "
2067,هو اسم أمي Mon nom est maman.
2068," 
3. "
2069,والله ما شاء الله Allahu akbar!
2070,
2071,"

1. "
2072,"Ya3ni, je veux juste dire que j'adore le shawarma arabe!"
2073," 
2. "
2074,"Insha Allah, tu vas trouver une bonne solution à ton problème!"
2075," 
3. "
2076,"Alors, let's get this party started with some Arabic music!"
2077,
2078,"

1. "
2079,"Salut ma chérie, sabah el kheer! Tu veux aller au cinéma?

2. "
2080,"Ya Allah, je voudrais manger un shawarma maintenant!"
2081," 
3. "
2082,"Bonjour mes amis, as-salamu alaykum! Qu'est-ce que tu penses de ce nouveau film?"
2083,
2084,"

1. "
2085,مرحبا! من أسمي الليل وأنا سعيد لتواجدك هنا. Je m'appelle Leila et je suis heureux de vous voir ici!
2086,"

2. "
2087,هذه المشروبات الرائعة باللغة الفرنسية sont appelés boissons fraî
2088,"

1. "
2089,"Ma3lesh, j'ai pas compris ce que tu disais - أنا معلش لم أفهم الذي قلته"
2090,"

2. "
2091,I don't know how to say it in Arabic - Je ne sais pas comment le dire en arabe
2092,"

3. "
2093,Je veux aller au restaurant pour manger du falafel - I want to go to the restaurant and eat some falafel!
2094,
2095,"

1. "
2096,وأنا دائمًا يعتبرون منك الأفضل ويساعدون عليه
2097," 
I always consider you the best and help you with it. 
2. "
2098,La vie est une aventure et je veux la vivre à fond!
2099," 
Life is an adventure and I want to live it to the fullest! 
3. "
2100,المعرفة
2101,"

1. "
2102,"Ibn sina, لقد أخبرتني الدكتورة بأن يجب عليّ ان je prenne mes médicaments tous les jours!"
2103,"

2. "
2104,Je veux apprendre le français et l'arabe parce que c'est مهم beaucoup pour moi
2105,"

3. "
2106,Nous devons respecter وال
2107,"

1. "
2108,"Je suis tellement excité pour le concert ce soir, أنا متحمس لحفل اليوم!"
2109," 

2. "
2110,"Let's grab a bite to eat at the new restaurant in town, نذهب لتناول وجبة في المطعم الجديد في البلد!"
2111," 

3. "
2112,I can't believe I just got tickets for the
2113,"

1. "
2114,"It's not just a hobby, it's my فن! Je l'aime plus que tout!"
2115,"

2. "
2116,I love learning about different cultures - أحب التعلم عن الثقافات المختلفة.
2117," 

3. "
2118,My favorite thing is to mix the languages - j'adore mélanger les langues et parler franglais!
2119,
2120,"

1) "
2121,"Yalla, let's go grab some shawarma! J'adore les sandwichs au poulet."
2122," 
2) "
2123,"Achana ya3ni, je veux dire que tu dois essayer ces chaussures!"
2124," 
3) "
2125,Tfadal 3ala 7alak ma biddi l7arik sahbi? هل تريد الحركة مع صديقتك؟
2126,
2127,"

1. "
2128,"أنا شعرت مثل الواحدة المستقبلي يوما ماسي انه يكون واحد بالغ الرفاهية! Je me sentais comme un futur riche un jour, c'était super !”

2. “J'adore le shawarma arabe mais je préfère la crê"
2129,"

1. "
2130,"Ya salam, je suis tellement contente de te voir! Let's get a coffee inshallah?"
2131," 
2. "
2132,"Oui oui, c'est une très bonne idée! مرحبا بك في الولايات المتحدة"
2133," 
3. "
2134,"Yeah that sounds amazing, let's go grab something to eat while we're at it? إنه من السهل أن"
2135,"

1. "
2136,"Je mange du falafel pour le petit déjeuner, أكل الفلافل لإطعام الإفطار"
2137,"

2. "
2138,C'est tellement bon! هو عجيب من السعادة
2139,"

3. "
2140,"I'm so excited to try it out, أنا متحمس لمعرفة كي"
2141,"

1. "
2142,اهلاً وسهلاً بين البرتغالية والعربية! نحن اجتمعنا لتبادل الثقافة
2143,"
2. "
2144,Bonjour et salut entre le français et l'arabe! Nous sommes réunis pour échanger nos cultures.
2145,"
3. "
2146,Hi and welcome between Portuguese and Arabic
2147,"

1. "
2148,"وأنا بسعي نحو التميّز في الدراسة والعمل, j'espère que je réussirai!"
2149," 
2. "
2150,هل تستطيع مساعدتنا على مناقشة الموضوع ؟ Bien sûr je peux vous aider!
2151," 
3. "
2152,ب
2153,"

1. "
2154,Ahlan wa sahlan ya habibti! Ça va? Tu as reçu ma message en anglais?
2155," 
2. "
2156,"J'adore le mélange des cultures, comme lorsqu'on écoute de la musique arabo-française."
2157," 
3. "
2158,"Inshallah, je vais visiter Paris et apprendre un peu plus de français cet été!"
2159,
2160,"

1. "
2161,هل يمكن أن نذهب متجولين إلى la plage ce week-end? On pourrait peut-être passer un bon moment ensemble!
2162," 
2. "
2163,"سوف يعرف الابتسامة والدموع, j'ai hâte de voir ta réaction quand tu verras cette surprise!"
2164," 
3. "
2165,On va aller au
2166,"

1. "
2167,Je suis allé à un magasin arabe et j'ai acheté des gâteaux en forme de cœur حلوى القلب.
2168,"

2. "
2169,"J'adore le mélange des cultures, j'aime parler français et anglais معا في الحديث!"
2170," 

3. "
2171,C'était tellement amusant! J'ai appris beaucoup de
2172,"

1. "
2173,I'm gonna have to تعلم الفرنسية if I want to communicate with my family in France!
2174," 
2. "
2175,"It's so funny how we can مشاركة نصائح وتعليمات using a mix of Arabic, French and English!"
2176,"
3. "
2177,"Je suis tellement heureuse d'être ici et de pouvoir parler anglais, français et arabe!"
2178,
2179,"

1. "
2180,"Salam alaykum! Comment ça va? Hey, how are you doing?"
2181," 
2. "
2182,"Shukran jazeelan! Je vais bien, et toi? Thanks a lot! I'm good, and you?"
2183," 
3."
2184,Ma'assalama! C'est bon ici. Bye bye! It's all good here.
2185,
2186,"

1. "
2187,"C'est pas facile de parler dans les trois langues, mais إنه ممكن! (It's not easy to speak in three languages, but it is possible!)"
2188," 

2. "
2189,Je veux apprendre العربية et le français pour pouvoir communiquer avec mes amis plus facilement. (I want to learn Arabic and French so I can communicate with my friends more easily.)
2190," 

3. "
2191,
2192,"

1. "
2193,هل يمكن أن أطلب مقداوسة الشواء باللغتين  العربية والفرنسية? J'aimerais commander une pizza s'il vous plait.
2194,"
2. "
2195,"Je ne comprends pas bien ce que tu dis, هل يمكن عليَ تكرار ما"
2196,"

1. "
2197,Je veux aller au Maroc pour apprendre la culture عربية واللغة العربية.
2198," 
2. "
2199,"I'm so excited to visit the pyramids in Egypt, they're amazing مذهل!"
2200," 
3. "
2201,Let's go out for dinner and have some delicious شورما tonight.
2202,
2203,"

1. "
2204,"Lah y3ni, j'ai vraiment besoin d'une pause. بس ياه ليش البنات مش عارفة لحد يوم السبت"
2205,"
2. "
2206,Je m'ennuie tellement ici! والله مش عارفة ماذا اسوي هنا
2207,"
3. "
2208,Heureusement que c
2209,"

1. "
2210,أنا جائع من السفر في المترو - Je suis affamé après ce voyage en métro!
2211," 

2. "
2212,الله يحفظك! - Bonne chance!
2213," 

3. "
2214,بداية شعور ممتع- Ça commence à être amusant!
2215,
2216,"

1. "
2217,"I'm gonna go to the store and get some shawarma, inshallah!"
2218," 
2. "
2219,"Je vais aller à la boutique et acheter du shawarma, inch'Allah!"
2220," 
3. "
2221,"Let's meet up at Café de l'Orient for a kafé maout this afternoon, okay?"
2222,
2223,"

1. عندما كنت في الشواطئ الفرنسية، ولقد استمتعت بالبحر - When I was at the French beaches, I enjoyed the sea!

2. ماهو اللِسَانِ الْمَفْضَلِ لَدَيْكِ؟ - Quel est ta langue pré"
2224,"

1. "
2225,Lets all go 'baladi' in the street and show them how it's done!
2226," 
2. "
2227,"Je suis tellement excitée pour le match de foot ce soir, ça va être incroyable!"
2228," 
3."
2229,إنه دائما مضيعة الوقت كلما أترك البيت والسوق في يوم السبت
2230,
2231,"

1. "
2232,"Je suis tellement excité(e) pour ce week-end, لنشوف بعض المتعة في مدينة الرياض! I'm so excited for this weekend, let's have some fun in Riyadh!"
2233,"

2. "
2234,"J'adore la nourriture arabe، هي رائعة! I love Arabic food, it's amazing!"
2235,"

3. "
2236,Les gens disent que l'
2237,"

1. أنا مشتاق لمعرفة الطبيعة الساحرة والجمال في كل مكان, وje suis tellement excité de découvrir la magie et la beauté partout! I'm so excited to discover the magical and beauty everywhere! 

2. أود أن je voyage autour du monde pour voir les différents pays"
2238,"

1. "
2239,"Sawfa ana bghit ndiro l'ecole française, wala machi l'ecole anglaise?"
2240," 
2. "
2241,Je veux apprendre le monde arabe et la culture française pour pouvoir communiquer avec d'autres cultures.
2242," 
3. "
2243,Wana 3ayez tezid 3ala el francais? Mais je ne sais pas si c'est une bonne idée ou non!
2244,
2245,"

1. "
2246,"Oh mon Dieu, أنا مشتاق ليوم الجمعة!"
2247,"
2. "
2248,I'm so excited for the weekend! نستمتع بالسباحة والشوربة.
2249,"
3. "
2250,"Let's go to the park and play some football, الله يرزقنا الفرح!"
2251,
2252,"

1. "
2253,"Habibti, ik wil je graag uitnodigen voor een kop thee in de cafe؟"
2254," 
2. "
2255,"Je sais que tu aimes les patisseries françaises, alors pourquoi ne pas aller en acheter une?"
2256," 
3. "
2257,Let's go grab dinner at the shawarma spot inshallah!
2258,
2259,"

1. "
2260,"Ana 3ayez tfaker fini en arabe, en français et en anglais."
2261," 
2. "
2262,"Je veux apprendre à parler couramment l'arabe, le français et l'anglais."
2263," 
3. "
2264,"J'ai besoin de quelqu'un pour m'aider à comprendre la code-switching entre l’arabe, le français et l’anglais."
2265,
2266,"

1. "
2267,الحب هو الشيء الوحيد الذي لا يعرف حدود! Je t'aime mon amour!
2268,"
2. "
2269,"Je suis ici pour toi, مهما كانت الاستقبالة"
2270,"
3. "
2271,"I don't want to leave you, لكن علي واجب أن أساف"
2272,"

1. "
2273,"Alors, je veux apprendre العربية et j'ai besoin de votre aide!"
2274," 
2. "
2275,"I'm looking for a good فطار in this area, do you know any?"
2276," 
3. "
2277,"Je vais aller à la mosquée pour صلاة الجمعة, ça te dit?"
2278,
2279,"

1. "
2280,Je suis allé manger un shawarma aujourd'hui شاورما من اليوم
2281,", said Ahmed as he proudly showed off his lunch in the office.

2. "
2282,"I had so much fun at the party last night, it was like nothing I've ever experienced before! كانت ليلة الحفله رائعه بالضبط,"
2283," exclaimed Sarah to her friends.

3."
2284,"

1. عشان كده لما الفرنسيون ماشيو بالعبث وبتحسي البعض يقول "
2285,"Stop it, s'il vous plaît!"
2286,"

2. العرب ما يكترو اذا واتنين نتحدث باللغة الفرن"
2287,"

1. "
2288,Mabrouk! J'adore ce nouveau look que tu portes المبروك أنا أحب هذا اللوك الجديد لك
2289,"

2. "
2290,Je peux pas croire qu'on ait gagné le match واش نستطيع ما نصدق اننا فازنا بالمب
2291,"

1. "
2292,أنا شعور كلمة من السعادة والفرح لشهر رمضان المبارك! Joyeux Ramadan!
2293," 
2. "
2294,C'est tellement excitant de pouvoir passer ce mois sacré avec mes amis et ma famille! In sha Allah!
2295," 
3. "
2296,I'm so excited to be able to spend this holy month with my friends
2297,"

1. "
2298,"Je veux aller à la plage avec mes amis, ya3ni ana 3andak shwaya!"
2299," 
2. "
2300,My friends and I will be chillin' at the beach inshallah
2301," 
3. "
2302,سأذهب مع أصدقائي الى الشاطئ ونتمنى للجميع السعادة!
2303,
2304,"

1. "
2305,"Salut, j'aime bien الجبن مع الكوسة"
2306," 
2. "
2307,مرحبا ، نريد أن نتناول العشاء باللغتين - العربية والفرنسية!
2308," 
3. "
2309,"Mon ami et moi allons au cinéma ce soir, ça te dirait de ven"
2310,"

1. "
2311,"عندما يكون الأشياء سهلة وسريعة, لا يوجد حدود! Je veux dire que lorsque les choses sont faciles et rapides, il n'y a pas de limites!"
2312,"

2. "
2313,C'est tellement bon d'être ici! من الممتع جداً لي في
2314,"

1. "
2315,"Je vais à la mosquée pour prier et apprendre الإسلام, mais je préfère écouter les cours en anglais."
2316," 

2. "
2317,"J'aime bien le falafel بالفلافل والحمص que ma maman fait, c'est délicieux!"
2318," 

3. "
2319,Je parle français avec mes amis et arabe مع أ
2320,"

1. "
2321,"أنا جائع! يبدو أني محتاج لمزيد من الفراولة, s'il vous plaît!"
2322,"

2. "
2323,هل يمكنك التعبير عن ذلك باللغة الانجليزية? Je ne comprends pas.
2324,"

3. "
2325,
2326,"

1. "
2327,"Je parle arabe, anglais et français!"
2328," 
2. "
2329,"Ya3ni ana 3arif al-lugha al-arabiyya, l-ingliziyya wa l-franseeya."
2330,"
3. "
2331,"I know how to speak Arabic, French and English fluently!"
2332,
2333,"

1. "
2334,"Salam 3alikom, comment ca va? Alors je vais bien, merci!"
2335," 
2. "
2336,Ma chérie j'ai besoin de ton aide s'il te plaît
2337," 
3. "
2338,Wallah ya akhi ana mohma ba3ref shway shway؟
2339,
2340,"

1. "
2341,"Oui, je vais à la mosquée et j'apprends l'arabe Insha Allah!"
2342," 
2. "
2343,الحمدلله ، نكتب الانجليزية والفرنسية معا
2344," 
3. "
2345,"Let's go out for dinner, I know a great spot near here that has amazing shawarma inshallah."
2346,
2347,"

1. "
2348,"C'est cool d'utiliser عربي, français et anglais ensemble!"
2349," 
2. "
2350,Je ne peux pas croire que je suis capable de parler les trois langues: العربية، le français et l'anglais!
2351," 
3. "
2352,J'aime apprendre des mots nouveaux en من اللغتين العربية والفرنسي
2353,"

1. "
2354,"Bent l7alwa, qu'est-ce que c’est le plan pour ce soir? بنت الحلوة ما هي الخطة لهذا المساء؟"
2355,"

2. "
2356,"Je voudrais aller au restaurant, ça te dit? أريد أن أذهب إلى المطعم هل انت"
2357,"

1. "
2358,Je veux aller au Maroc pour apprendre l'arabe et déguster la cuisine marocaine أريد الذهاب إلى المغرب لتعلم العربية والتناول من الطعام المغربي!
2359,"

2. "
2360,"Ahlan wa sahlan! J'adore les mélanges culturels, cela me donne une n"
2361,"

1. "
2362,"J'ai eu un bon score à mon examen d'arabe, mashallah!"
2363,"

2. "
2364,Je veux apprendre plus de mots français et arabes pour pouvoir communiquer avec mes amis.
2365," 

3. "
2366,"I'm so excited to be able to switch between Arabic, French and English fluently!"
2367,
2368,"

1. "
2369,"Aywa ana wahdak 3ali mais oui, je veux aller au parc!"
2370," 
2. "
2371,Ya3ni inshallah bsitak tkoun sa7bi fi al-jardin!
2372," 
3. "
2373,"Yes sure, let's go to the park Insha'Allah!"
2374,
2375,"

1. "
2376,"Habibi, j'ai besoin que tu m'aides avec la programmation en Python - حبيبي، أنا بحاجة لمساعدتك في البرمجة بواسطة Python"
2377,"

2. "
2378,C'est un grand plaisir de vous rencontrer - من المتعة الكبيرة للتعر
2379,"

1. "
2380,Je suis allé au marché hier et j'ai acheté des légumes arabes b'sa7!
2381,"

2. "
2382,"Nous devons nous souvenir que la tolérance est une valeur essentielle dans nos sociétés modernes, ونحن نجد التسامح ضروري لبناء عالم مهدف وعادل"
2383,".

3"
2384,"

1. "
2385,"Sawbini, je veux acheter une nouvelle voiture سيارة !"
2386,"
2. "
2387,Je vais au magasin pour voir ce qu'ils ont المخزن يقدم .
2388,"
3. "
2389,Mon ami m'a dit que cette marque est très bonne ماركة جيدة جدا !
2390,
2391,"

1. "
2392,أنا سعيدة لأنني شركت في مباراة الجوال المسلية cette semaine - I'm happy because I competed in the mobile gaming tournament this week.
2393,"

2. "
2394,Je suis si excité de voyager à Dubaï prochainement! وسوف أتعرف على العديد من المواه
2395,"

1. "
2396,"Ya Allah, c'est tellement bon ici!"
2397,"
2. "
2398,إنها مشوقة جدا لتسمع بالفرنسية
2399," 
3. "
2400,I can't believe I'm here in Morocco - العربية والإنجليزية هما اللغتين المفضلتين لدي!
2401,
2402,"

1. "
2403,"Ya3ni, je suis tellement contente de voir que mes amis sont ici - إذن، أنا مسرورة للغاية لمعرفة أن الأصدقاء هنا"
2404,"
2. "
2405,C'est fou comment cette musique me fait danser - وهي مدهشة كيف تبت
2406,"

1. "
2407,"Imane, don't forget to bring your bagel au fromage et oignon when you come over for lunch - ذكروا لإيمان أن يجلب الباجل مع الجبن والبصل عندما يأتي لتناول الغداء."
2408,"

2. "
2409,Je suis fatigué de tous ces devoirs
2410,"

1. "
2411,سوي شوية معلقات الإنجليزية والفرنسية كما انتهت mon cours de français et j'ai commencé à apprendre l'arabe!
2412,"

2. "
2413,"J'adore parler les trois langues - العربية, le français et l'anglais - dans une seule phrase!"
2414,
2415,"

1. "
2416,"Ya3ni, je veux aller à la plage cet été avec mes amis mais ils disent que أنا مش قادرة!"
2417," 

2. "
2418,"Eh bien, tu devrais leur dire qu'avec un peu de travail et de détermination, rien n'est impossible اللي كتبوه في القرآن."
2419," 

3. "
2420,Oui!
2421,"

1. "
2422,"Ba3d kedba, man9darch 3la l'embarra w nta bghit kanetli 3la français"
2423," 
2. "
2424,Ma tfhamtich chi 7aja wa7da mouch ma3rafch f arabiya?
2425," 
3. "
2426,I don't understand what you're saying in Arabic but I can help you if you switch to English!
2427,
2428,"

1. "
2429,"Ma chérie, bahlam beek! Ya habibi, let's go get some falafel."
2430," 
2. "
2431,"Ya salam 3alaikum, comment ça va? Mon ami, do you want to grab a shawarma?"
2432," 
3. "
2433,"As-salamu alaykum my friends! Hey guys, why don't we try the kebab sandwich?"
2434,
2435,"

1. "
2436,"Salut mes amis, let's شارك in the fun and make some نجاح!"
2437," 

2. "
2438,"Hey guys, come join us for a night of مضحكة and المرح!"
2439," 

3. "
2440,"Bonjour tout le monde! Let's get together and have some متعة, In Sha Allah!"
2441,
2442,"

1. "
2443,Souhaitons-lui un حظ سعيد و نجاح!
2444," 
2. "
2445,Let's wish him a موفقية and success!
2446," 
3. "
2447,Que Dieu lui donne de la دوام النجاح et le bonheur.
2448,
2449,"

1. "
2450,Ahlan wa sahlan!
2451," said the French teacher as she welcomed her students to class in both English and Arabic. 

2. "
2452,"Je vais parler en anglais et arabe maintenant,"
2453," the professor announced, switching between languages effortlessly. 

3. "
2454,"Lah ykouni beezaf! Let's get started on our lesson,"
2455, he declared in a combination of English and French before beginning his lecture.
2456,"

1. "
2457,"Je sais que mon ami est un grand fan de la musique arabe, donc je lui envoie des chansons عليه من الأغاني العربية"
2458," 

2. "
2459,"J'ai appris à dire bonjour et au revoir en français, mais j'adore aussi les salutations en arabe: مرحبا!"
2460," 

3. "
2461,I love listening to both English
2462,"

1. "
2463,N'oublie pas d'appeler ton maman arabe تذكر لاتنسا الاتصال بوالدتك العربية
2464," 

2. "
2465,"C'est un peu compliqué, je vais essayer de l'expliquer en anglais et en français من المعقد نوعا ما، سأحاو"
2466,"

1. "
2467,"Mabrook! تهاني يا عزيزي, tu as réussi!"
2468," 
2. "
2469,"La vie est belle, الحياة جميلة والعمر متسق !"
2470," 
3. "
2471,"Je sais que c'est difficile, mais je t'encourage à continuer ! Inchallah ça va aller."
2472,
2473,"

1. "
2474,"أنا بدأت اللعب مع فريقي المفضل, j'ai commencé à jouer avec mon équipe préférée,"
2475," said Ahmed. 

2. "
2476,"Je veux apprendre l'arabe pour comprendre mes racines,"
2477," Sarah said ماذا تود الكلمة العربية! 

3. "
2478,I'm so excited
2479,"

1. "
2480,"Ya3ni, je suis vraiment très confus ولكن انا مش عارف كيف احلمه"
2481,"
2. "
2482,It's been a long day inshallah الله يسعد بالخير but I'm still not done yet
2483,"
3. "
2484,"Je me sens tellement perdu, mais j'essaie toujours de trouver le bon chemin أب"
2485,"

1. "
2486,Mabrook! Tu as eu la meilleure note!
2487," (Congratulations! You got the best grade!) 
2. "
2488,الف كلمات من الحب والعطاء
2489," (A thousand words of love and generosity) 
3. "
2490,"C'est incroyable, je ne peux pas le croire!"
2491," (It's amazing, I can't believe it!)"
2492,"

1. "
2493,أنا متعب جداً ولكن je suis encore ici pour essayer de trouver une solution.
2494,"

2. "
2495,Je voudrais apprendre اللغة العربية mais c'est tellement difficile!
2496,"

3. "
2497,هل يمكنني تعلم les rudiments d'anglais en quelques semaines ? Cela me paraît impossible
2498,"

1. "
2499,"Laa shukran, mais c'est vraiment très bon!"
2500," (No thank you, but it's really good!) 
2. "
2501,"Inchallah إن شاء الله , nous allons faire un voyage en France."
2502," (God willing, we are going to take a trip to France.) 
3. "
2503,Je suis désolé je ne parle pas arabe يا معذرة، ليس لدي مع
2504,"

1. "
2505,"Ya3ni, j'ai vu le film hier soir et c'était رائع!"
2506," 
2. "
2507,وأنا قدمت على الشيء المستحيل!
2508," 
3. "
2509,Je suis allé à la plage avec mes amis et c'était مرة أخرى ممتع!
2510,
2511,"

1. "
2512,ليش أنت ما تقول السلام لي؟
2513," - Why don't you say salam to me?
2. "
2514,J'adore le shawarma que tu as fait hier soir!
2515," - I love the shawarma you made last night!
3. "
2516,هاذا هو الطريقة المثالية لتعبئة نموذج
2517,"

1. "
2518,"Je sais pas si tu a compris, mais wa7edkoum rah khalikoum لحسن الظن"
2519," (I don't know if you understood but be kind to each other). 

2. "
2520,Wach khbar? Tout va bien بالشكر الله
2521," (What's up? All is good thank God).

3. "
2522,"Ya baba yallah, on doit aller à la maison mainten"
2523,"

1. "
2524,"Salut! I'm so excited to be here in Casablanca, مرحبا بكم في الدار البيضاء ! 

2. She said "
2525,"Let's go for a walk around the souk and get some souvenirs, دعونا نسوق السوق ونشتري بعض الهدايا"
2526,". 

3. He replied "
2527,Sounds like a plan
2528,"

1. "
2529,"Je suis tellement excité de voir mon bon ami, insha'Allah!"
2530," 
2. "
2531,Let's have some shawarma and then watch a movie in Arabic الليلة
2532," 
3. "
2533,Tu sais quoi? Je vais apprendre l'arabe et le français cet été! C'est super cool non?
2534,
2535,"

1. "
2536,Ana tayeb wa b7ebbek! Je veux aller au cinéma avec toi ce soir.
2537," 
2. "
2538,"Yalla, je vais acheter un billet et on se voit là-bas!"
2539," 
3. "
2540,"Inchallah, ça va être amusant!"
2541,
2542,"

1. "
2543,"Ana ta3ref omi wana 3andi choklat français, mais je prefere le thé arabe!"
2544,"

2. "
2545,Je suis tellement excité pour aller au café et manger un croissant avec mon cappuccino italien!
2546," 

3. "
2547,J'adore quand ma famille me fait des plats marocains; c'est tellement délicieux!
2548,
2549,"

1. "
2550,"Wa7ed maktoub fih bikra, li kan ykoun 3aliha 3alam arabe w français w inglizi."
2551," (One appointment is scheduled for tomorrow, to discuss it in Arabic, French and English.) 

2. "
2552,Je voudrais apprendre comment dire 'bonjour' en arabe; ahlan wa sahlan!
2553," (I would like to learn how to say 'hello' in Arabic; ahlan wa sahlan!) 

3."
2554,"

1. "
2555,"Lah ykoun 3omri bessif, oui je parle arabe et français!"
2556," 
2. "
2557,"I'm gonna have to switch it up, fi habibi ana ba3ref fusha wa lugha."
2558," 
3. "
2559,"On va danser toute la nuit, balash wala ma byyishofak ya3ni!"
2560,
2561,"

1. "
2562,Mabrook! Je viens juste de terminer mon examen d'anglais et je suis si heureux !
2563," (Congratulations! I just finished my English exam and I am so happy!)

2. "
2564,"Je veux apprendre à parler arabe, ça va être tellement cool !"
2565," (I want to learn how to speak Arabic, it's going to be so cool!)

3. "
2566,أنا سعيد من الاست
2567,"

1. Alhamdulillah, je suis très reconnaissant pour la vie que j'ai et toutes les opportunités qui s'offrent à moi! 

2. رضيت عن الموقع الرائع والخدمة الجيدة في هذا المطعم! 

3. Merci beaucoup pour ta gentillesse et ton aide inc"
2568,"

1. "
2569,"La nourriture est tellement délicieux, j'ai hâte de manger le shawarma arabe!"
2570," 
2. "
2571,"I can't wait to try the kabsa saoudien, it looks delicious!"
2572," 
3. "
2573,أنا متحمس لتجربة الكبسة السعودي يبدو رائعا!
2574,
2575,"

1. "
2576,حاولت أن اذهب إلى المسرح يوم السبت، لكن la billetterie était fermée!
2577,"

2. "
2578,"Je me suis senti tellement triste quand j'ai appris que mon ami est parti, والآن مايعيد يعود!"
2579,"

3. "
2580,C'est incroyable comme on pe
2581,"

1. "
2582,"Je suis tellement excité de voyager à Dubaï et découvrir sa culture riche en arabe, français et anglais!"
2583,"
2. "
2584,"J'adore les plats méditerranéens qui combinent si bien l'arabe, le français et l'anglais!"
2585," 
3. "
2586,"Je veux apprendre plus sur la langue arabe, le français et l'anglais pour pouvoir"
2587,"

1. "
2588,"Oui, je suis tellement excité de voir mon ami demain! إنه سيكون ممتع للغاية!"
2589,"

2. "
2590,Je me demande ce que يعرف mon ami sur cette nouvelle recette française.
2591,"

3. "
2592,J'adore la culture arabe et j'espère apprendre plus avec mes amis - Let's do it!
2593,
2594,"

1. "
2595,"Je veux aller à la plage avec mes amis, mais je ne sais pas si j'ai le temps هل لي الوقت؟"
2596,"

2. "
2597,Ce film est très intéressant جدا ممتع! J'ai adoré.
2598,"

3. "
2599,"J'adore les cours de français أنا محبة الفرنسية, c'est"
2600,"

1. "
2601,لذا نقوم بتعديل الساعات المناسبة لحضور المدرسة وهو ما يسمى 'code-switching' en français.
2602,"

2. "
2603,"Je viens d'Arabie Saoudite et j'apprends à mes amis comment parler l'arabe, c'est ce qu’on appelle le code-"
2604,"

1. "
2605,سنجد أكل الفطائر المحلية مع هون بايت والبسكويت او يون فرانساه مع الملبن
2606," (Let's have some local pastries with honey buns and biscuit or a French one with milk).

2. "
2607,ماذا عن استخدام و
2608,"

1. "
2609,"J'adore les falafels, ya3ni c'est tellement délicieux!"
2610," 
2. "
2611,"I can't wait to try some shawarma, it looks amazing mashallah!"
2612," 
3. "
2613,Je veux aller au café pour prendre un cappuccino inshAllah.
2614,
2615,"

1. "
2616,"Aywa, je veux aller au magasin pour acheter des chaussures de luxe بالإضافة لساعتي النار!"
2617,"

2. "
2618,Je vais à la mosquée et je prie en arabe وباللهجة الفرنسية.
2619,"

3. "
2620,Voulez-vous m'accompagner à la boulangerie? On peut prendre du pain et des
2621,"

1. "
2622,"J'ai besoin d'un café, أنا بحاجة لكوب قهوة!"
2623,"

2. "
2624,Je suis allé à Paris la semaine dernière وَسط الشتاءِ البارد.
2625,"

3. "
2626,"Oui je parle arabe et français, Yes I speak Arabic and English!"
2627,"

1. "
2628,"Ya3ni, c'est vraiment très cool de parler les trois langues à la fois! حقا، هذا ممتع للغاية بالتحدث عن اللغات الثلاث!"
2629,"

2. "
2630,"Je suis tellement contente d'être capable de mélanger l'arabe, le français et l'ang"
2631,"

1. "
2632,"J'adore le shawarma qu'on peut trouver ici, شاورما الذي يمكن العثور عليه هنا ممتاز!"
2633,"

2. "
2634,"I love this falafel sandwich so much, لحمة الفلافل هذه جميلة جدا!"
2635,"

3. "
2636,Did you hear that they are opening
2637,"

1. "
2638,"Mabrouk! Même si je ne peux pas être là pour te féliciter en personne, أحبك والله 💕"
2639,"
2. "
2640,"J'adore le mélange de cultures في هذا المدينة, c'est tellement cool!"
2641," 
3. "
2642,"Je me sens vraiment bien ici, je sais que ce n'est qu'un début et que j"
2643,"

1. "
2644,"تعلم الإنجليزية بالفرنسية, c'est facile!"
2645," 
2. "
2646,I'm so excited to go to Morocco this summer and learn more about their culture والاستمتاع بالعربية!
2647," 
3. "
2648,Je veux apprendre les mots arabes كل يوم pour pratiquer ma langue maternelle.
2649,
2650,"

1. "
2651,"Mabrook, tu as réussi! Je suis tellement fière de toi!"
2652,"
2. "
2653,يتمنى العالم أن يكون لديها مزيد من السلام والاستقرار
2654,"
3. "
2655,"Félicitations, you did it! I'm so proud of you!"
2656,
2657,"

1. "
2658,ماذا تفعل يوم الجمعة؟
2659, - 
2660,Je vais aller à la plage et prendre un bain de soleil!
2661," 

2. "
2662,هل أنت مستعد لالتقاط البرنامج الرسومي اليوم؟
2663, - 
2664,"Oui, je suis prêt! Let's do it!"
2665," 

3."
2666,"

1. "
2667,إنه من السهل أن نتعايش معاً، mais il est plus difficile de vivre ensemble
2668," 
2. "
2669,"I wish I could understand عربي, je souhaite comprendre le français aussi"
2670," 
3. "
2671,"It's amazing how language can bring people together, it's an incredible thing that اللغة يمكن أن تو"
2672,"

1. "
2673,"أنا متحمسة للعيش في الولايات المتحدة والتعرف على ثقافة الانجليزية, mais je me sens toujours plus connectée à ma culture française!"
2674,"

2. "
2675,"Je suis si chanceux d'avoir appris à parler les deux langues, l"
2676,"

1. "
2677,أنا حابة يكون لي شرب القهوة مع جبنة فرنسية
2678, (
2679,I want to have a coffee with some French cheese.
2680,")

2. "
